id	name	price	area	error	where	geotag	deleted	description	url	in_geofence
7707897529	Flexible Monthly Payments with Flex Rent, Pet Friendly, 1/BD	1707	university district		400 Northeast 45th Street, Seattle, WA	(47.6633, -122.3022)	False	"400 Northeast 45th Street, Seattle, WA 98105CosmopolitanApartments is conveniently tucked next to the U District in Wallingford. Take aleisurely stroll down to Lake Union and enjoy lunch on the water at Ivar's orchoose from a variety of cuisine options on NE 45th St. Feel like rocking out? Pop over to the historicBlue Moon Tavern and catch a local band you're sure to love! If you like to bicycle, we are just blocks awayfrom the Burke-Gilman Trail. This trail will lead you to the vibrantneighborhoods of Fremont and Ballard or head in the other direction andadventure to the suburb of Woodinville to enjoy a brew at Red Hook Brewery.With our central Seattle location, whatever you're looking for, you will findit nearby at Cosmopolitan Apartments.Apartment Features:In Unit Washer & Dryer in One & Two Bedroom HomesOn-Site Laundry FacilityTile BathroomsHardwood Plank FlooringDishwasher in One & Two-Bedroom HomesStunning viewsCommunity Features:Parking GaragePet FriendlyTranslation Service AvailableFreeway AccessZero Deposit CommunityFitness CenterCall:  show contact info
For more information, visit us at: https://gre-apartments.com/z5y7laix/cosmopolitanPlease leave your name and contact number when replying to this posting.*Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information!"	https://seattle.craigslist.org/see/apa/d/seattle-flexible-monthly-payments-with/7707897529.html	True
7712203345	Convenient access to downtown commutes!	2351	greenwood		Greenwood	(47.66075, -122.340538)	False	"1 bedroom | 1 bath | 520 square feetWant more information on this unit? See link (below):https://mack.touraptnow.com/105i2eWallingford's best apartment community! 45th & Interlake Ave N.Call Now -  show contact info
 x 71OR Text 71 to  show contact info
 to text our team directly. Community Info:Smith & Burns is a well-crafted community in the heart of Wallingford, WA. Located at 45th and Interlake Ave. N. you will experience true convenience and ease of living at Smith & Burns. A quality grocer, dozens of cafes, and unique boutique retail is all within a couple blocks. Feel wonderful about supporting local business and have a great time while doing it!Inside Smith & Burns, Bauhaus inspired interiors paired with local found objects, salvaged materials, and custom art create a warm environment that truly speaks to the eclectic and friendly nature of Wallingford. LEED certified, Smith & Burns is dedicated to sustainable, green living. As a resident you will enjoy privileged access to the fitness center, library, lounge, rooftop deck, coffee bar, and creative entertainment spaces! Many special touches make Smith & Burns unique like you!Live at Smith & Burns and Love Your Home!Residence Features: ✩  Quartz Counter-tops ✩  Plank Flooring ✩  Ceramic Tile ✩  GE Slate Finish Appliances ✩  Balconies on Select Units ✩  Walk In Closets in Select Units ✩  USB Outlets ✩  Modern Cabinetry ✩  Washer & Dryer in Every UnitCommunity Features: ✩  Coffee Bar ✩  Community Courtyard ✩  Library ✩  Fitness Center ✩  Orange Theory Fitness On-site ✩  Studio Art Lounge ✩  Rooftop Deck with Fire Pit & Gas GrillPet Policy:2 pet max No Breed Restrictions Income Requirements:2.5 times rent (gross)Driving Directions:Located on the corner of N 45th St and Interlake Ave NOffice Hours:Monday-Friday:9:00AM-6:00PMSaturday:10:00AM-5:00PM Equal Housing OpportunityTrendy Restaurants Seattle Public Transportation Pet Friendly Green Lake Gas Works Park Wallingford Urban Apartments Seattle University of Washington UW Medical Center University of Washington Medical Center 's Hospital University Village North Seattle College Woodland Park Zoo Seattle Apartments Ballard Freemont Queen Anne Eastlake Burke Gillmore Trail Freemont Sunday Street Market South Lake UnioniTqRkA9aWXWP"	https://seattle.craigslist.org/see/apa/d/seattle-convenient-access-to-downtown/7712203345.html	True
7712202930	Designer Lighting & Plumbing Fixtures, Quartz Countertops	2275	queen anne		seattle	(47.632569, -122.342338)	False	"UP TO 8 WEEKS FREE RENT & 3 MONTHS FREE PARKING*! This is a 1 Bedroom, 1 Bath, Approximately 493 Sq. Ft. Want more info? See the link below:https://thrive.touraptnow.com/0a1smtCall Now -  show contact info
 x 182DAZZLING NEW HOMES NOW PRE-LEASING IN SOUTH LAKE UNIONCommunity Info:Enter a world of cosmic beauty and luxurious living at Stellar, located in South Lake Union, Seattle's premier waterfront neighborhood. Inspired by the dazzling stars and galaxies of our universe, Stellar offers a chance to escape the ordinary and embrace the extraordinary. From our exquisite apartment homes to our shimmering rooftop lounge with awe-inspiring city views, every detail is designed to take your living experience to astronomical heights. Whether you're a stargazer, a dreamer, or simply someone who craves a touch of magic in your life, we invite you to claim your corner of the cosmos right here at Stellar.Features: ‣  In-Unit Washer & Dryer ‣  Stainless Steel Appliances ‣  Private, Landscaped Patios * ‣  Condo-Quality Built-In Mudroom & Shelving ‣  Choice of Light or Dark Color Schemes ‣  Two-Tone Cabinetry ‣  Designer Lighting & Plumbing Fixtures ‣  Floor-to-Ceiling Windows ‣  Pantry * ‣  Air Conditioning ‣  Quartz Countertops ‣  Luxury Vinyl Plank Flooring Throughout ‣  Walk-In Closets * ‣  Kitchen Island ** Only available in select unitsCommunity Amenities: ‣  Multi-Level Car Stacker System ‣  State-of-the-Art Fitness Center ‣  Skygazer Lounge w/Fireplace, Kitchen/Bar & Stunning Views ‣  Co-Working Space ‣  Standard Garage Parking ‣  Pet Grooming Station ‣  EV Charging Stations ‣  Grand Lobby Entrance ‣  Storage Units ‣  Yoga Center ‣  Rooftop Deck with Skyline & Lake ViewsPet Policy:We are a pet-friendly community! Please contact our leasing office for specific policies and related charges. Stellar Apartments 1405 Dexter Ave N, Seattle, WA, 98109Photos and/or floor plans shown are representational and may not depict the exact layout or features of the available unit. If currently occupied, the individual unit you've selected may not be available to tour. Please contact our leasing team with any questions.Equal Housing OpportunitynwEtFxJHs416"	https://seattle.craigslist.org/see/apa/d/seattle-designer-lighting-plumbing/7712202930.html	True
7712202430	Hot Spot next to Hot Pot! Food and Fun Near By!	2535	green lake		Green Lake	(47.680426, -122.32406)	False	"1 bedroom | 1 bath | 764 square feetUse this link for more information:https://thrive.touraptnow.com/9xeca1ONE NEIGHBORHOOD. TWO LUXURY APARTMENT COMMUNITIES.Call Now -  show contact info
 x 84 Community Info:Where you live is a reward that stimulates the senses and excites the mind. Meet Green Lake Village and The Eddy, a community that offers just that – stylish apartment homes with sleek, modern interiors and thoughtfully designed amenity spaces.Green Lake is a connected community built for and around the outdoor enthusiasts. Everything you need to make the most of life in Seattle is within reach.Residence Features: ✩  Oversized Closets* ✩  Distinctive Wood-Style Flooring ✩  Gourmet Kitchens ✩  Designer Finishes with Accent Walls* ✩  Open-Concept Living Areas ✩  Contemporary Lighting ✩  High-Efficiency Full-Size Front-Loading Washers & Dryers ✩  Personal Balconies or Patios* ✩  Plush Carpeting in Bedrooms ✩  Energy-Efficient Lighting ✩  Quartz Countertops Throughout ✩  Energy-Efficient, Dual-Pane Windows ✩  LEED-Silver Certification ✩  Modern Track Lighting in Kitchens & Dining Spaces ✩  Expansive Ceilings* ✩  Modern Custom-Wood Cabinetry ✩  Complete Stainless-Steel Appliance PackageCommunity Features: ✩  24-Hour Fitness Center with Top-of-the-Line Equipment ✩  Additional Storage Available* ✩  Community Kayak and Paddle Board ✩  Indoor Bike Storage ✩  Surrounded by Restaurants, Entertainment & Shopping ✩  Wi-Fi Access in Common Areas ✩  Retail Experiences within Walking Distance ✩  Concierge Conveniences (Dry Cleaning, etc.) ✩  92 Walkscore ✩  Resident Lounge with Flat-Screen TVs & Pool Table ✩  Smoke-Free Community ✩  Excellent Freeway Access ✩  Breathtaking City & Mountain Views ✩  Reservable Club Room with Pool Table, Full Kitchen & two TV's ✩  Community Barbecue Grilling Stations ✩  Outdoor Courtyard ✩  Short Walk to Parks & Recreational Activities ✩  Expansive Roof Deck/Club Room with Panoramic Views ✩  Spectacular Skyline Vistas ✩  Easy Access to Public Transportation ✩  Controlled-Access Community ✩  We Love Pets!*Pet Policy:Restricted animals and/or breeds include, but are not limited to, the following: 1. Animals: Reptiles (snakes, iguanas) Ferrets, Skunks, Raccoons, Squirrels, Rabbits, Birds (parrots, cockatiels, macaws) 2. Breeds: Cane Carsos, Pit Bulls, Rottweilers, Doberman Pinschers, Any hybrid or mixed breed of one of the Income Requirements:2.5 times the rentOffice Hours:Monday-Friday: 10:00AM-6:00PMSaturday: 9:00AM-6:00PMSunday: 10:00AM-5:00PMPhotos and/or floor plans shown are representational and may not depict the exact layout or features of the available unit. If currently occupied, the individual unit you've selected may not be available to tour. Please contact our leasing team with any questions.Equal Housing OpportunityRFwdf7HzQg"	https://seattle.craigslist.org/see/apa/d/seattle-hot-spot-next-to-hot-pot-food/7712202430.html	True
7705459623	Tranquility can be yours! Serene 1 bed / 1 bath in Seattle	2212	green lake		Seattle	(47.681075, -122.324819)	False	"The Loop at Green Lake show contact info
  Unit Details: 1-BR 1-BA | Square Footage: 560 - 648 sq ft | Rental Rates: $2212/Month! Lease Length: 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-MonthApartment Features:− Attached Garage− Blinds− Double Pane Windows− Energy Efficient Appliances− Energy efficient lighting− Garbage Disposal− Granite Countertop(s)− High Ceilings− Juliet balconies in Select Units− Microwave− Luxury Vinyl Flooring− Office− Quartz Countertops− Stainless Steel Appliances− Tile backsplashes− Views of Green Lake in Select Units− Water-saving toiletsAbout Our Community:Located in the center of the city, The Loop is just a 10-minute drive to Northgate, Ballard, Fremont or the University of Washington. For residents who work for one of the city's major employers in South Lake Union or downtown Seattle, Green Lake is home to many transit options and easily accessible bike lanes, and it's just minutes from both I-5 and Highway 99.Wonderful Amenities:− Accepts Electronic Payments− Affordable Housing− Corporate Housing− Drip-system irrigation− Elevator− Green built− Gym Discount− Off Street Parking− Online Leasing− On-Site Maintenance− On-Site Retail− Over-sized Windows− Package Service− Pet friendly− Planned Social Activities− Recycling− Resident mobile service app− Solar panels− Spacious rooftop deck with views of Green Lake (available to reserve)− Underground secured parking Contact Information:Address: 407 NE 73rd St Seattle, WA 98115  show contact info
 Website: https://theloopgreenlake.com/Pet Policy: 2 pets per apartment home

- $500 pet deposit 
- $50 pet rent per pet 
The following breed restrictions apply - Akita, Alaskan Malamute, Chow, Dalmatian, Doberman Pinscher, German Shepherd, Great Dane, Husky, Rottweiler, Saint Bernard, Wolf Dog Hybrids and all Pit Bull breeds.EQUAL HOUSING OPPORTUNITY45F54CC488D24F"	https://seattle.craigslist.org/see/apa/d/seattle-tranquility-can-be-yours-serene/7705459623.html	True
7712202048	Spacious Two Bedroom, Two Bathroom in Ballard	2865	ballard		Ballard	(47.66862, -122.370896)	False	"Koi1139 NW Market Street, Seattle, WA, 98107Call Now -  show contact info
 x 111OR Text 111 to  show contact info
 to text our team.Want more information? Follow this link:https://greystar.leasehomenow.com/4u9607Inspired Lifestyle2 bedroom | 2 bath | 924 square feetFeatures: ✓  Hardwood flooring ✓  Washer & Dryer in unit ✓  Spacious closets ✓  Large windows ✓  Luxurious Bathroom ✓  Abundant Natural Light ✓  Private patios on every unit  ✓  Stainless Steel Whirlpool Appliances  ✓  Granite CountertopsCommunity Features: ✓  Extra Storage closets starting at $95 per month ✓  Fantastic Coffee Machine w/ espresso, hot cocoa and more!  ✓  Easy access to public transportation ✓  Walk to Ballard Farmers Market ✓  Resident Website w/ Online Bill Pay, Work Orders and more ✓  24 hour fitness center with State of the art cardio studio and Strength training equipment ✓  Rooftop deck w/ views, TV & Wi-Fi access ✓  Controlled access property ✓  Smoke-free building ✓  Electric car charging stations ✓  WalkScore = 92 ✓  Courtyard with massive gas fire pit ✓  2 Gas BBQ Grilling areas  ✓  Package Concierge Lockers for 24 hour access ✓  Spacious Clubhouse with Fireplace ✓  Reserved, garage parking space for $175 monthly ✓  Bicycle Garage for $20 monthlyCommunity Info:Right off Market Street in the scenic and popular Ballard neighborhood, Koi offers it's residents a slice of modern living at it's fullest. Koi has spacious apartment homes to fit every lifestyle. Come see today! Pet Policy:KOI treats your pets are a part of the family, with complimentary treats at the office every day! -2 pet maximum per apartment home -Pet deposit of $300 -Pet Rent of $50 per pet Restricted Breeds: Pit Bull Terriers/Staffordshire Terriers, Rottweiler's, Doberman Pinschers, Chows, Presa Canarios, Akitas, Alaskan Malamutes, Wolf-Hybrids Please contact our leasing professionals for more information. Income Requirements:Applicant's gross income must be 2.5 times the monthly rent. Guarantors accepted! Must have 5x the monthly rent as income and good credit.Office Hours:Monday-Friday: 10:00AM-6:00PMSaturday: 10:00AM-5:00PM We do not accept Comprehensive Reusable Tenant Screening Reports as defined by and pursuant to RCW 59.18.* Floor plans are artist’s rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Pricing and availability are subject to change. Rent is based on monthly frequency. Additional fees may apply, such as but not limited to package delivery, trash, water, amenities, etc. Deposits vary. Please see a representative for details.Equal Housing Opportunityd9At7ZYJbh"	https://seattle.craigslist.org/see/apa/d/seattle-spacious-two-bedroom-two/7712202048.html	True
7712198673	1 Bed 1 Bath W/ 24 Hour Concierge, A/C, Parking! 4-6 Weeks Free!	3095	seattle		Denny Triangle	(47.637195, -122.340702)	False	"4-6 Weeks Free! Met Tower 1942 Westlake Avenue, Seattle, WA, 98101More unit details at:https://avenue5.aptfeatures.com/012o5dCall Now -  show contact info
 x 55OR Text 55 to  show contact info
 to contact our leasing team.WELCOME TO MET TOWER1 Bedroom, 1 Bath | Approximately 751 Sq. Ft.Community Info:Met Tower delivers the best of both worlds – the comforts of your own home while providing all the luxury and convenience of a 5-star hotel. Not enough? You will also enjoy a host of newly renovated amenities exclusive for residents; private balcony/patio, 24-hour personalized Concierge Service, Indoor Swimming Pool, Spa, Fitness Center - all opening early 2024! Residents receive a complimentary 24-Hour Fitness membership while the amenities are closed for renovation. Our community is located in the heart of Seattle (98101), we are directly across the street from Amazon so there is no better commute for all you Amazonians! Did we mention that we are in walking distance to some of the most amazing restaurants and retail in all of Seattle, well we are! We also have some of the most convenient transportation within blocks of our community! If that isn’t your style, then our convenient parking garage will be perfect to keep your car at your fingertips to hit the open road.You can’t beat the 360 degrees of breathtaking views; from Elliot Bay and the Olympics to the Cascades, each one of our homes offer views that rival any Instagram account and makes you want to have your iPhone on the ready for the next time the sun sets. Unit Highlights ✧  Welcome to this stunning 751 square foot one bedroom, one bath apartment, perfectly situated facing west. The apartment boasts an airy and bright atmosphere thanks to its large windows, allowing an abundance of natural light to flood in. The gourmet kitchen, complete with a convenient breakfast bar, offers a stylish and functional space for culinary adventures. Moreover, lucky residents on the 19th floor and above may enjoy breathtaking views of the picturesque Puget Sound.Community Highlights ✧  Access to South Lake Union Trolley right outside ✧  Barolo Restaurant, Pho Bac Restaurant, Petra Bistro, La Caviste Wine Bar & Bridget Singh DDS all On Site ✧  Cats and large dogs welcome, private pet area on rooftop ✧  Stunning New Lobby ✧  Controlled access to building and garage ✧  On-site management and maintenance ✧  Underground parking and private garages available ✧  24 hour concierge service ✧  Elevator ✧  Zipcars in Parking Garage ✧  Directly across the street from Amazon Doppler ✧  WI-FI in all common areasOffice HoursMonday-Sunday: 9:00AM-6:00PMPet PolicyBFF's Welcomed! Monthly Pet Rent of $50. We have no weight limit restriction. Certain breed restrictions apply. Call today for more details! Equal Housing Opportunity6uy2U6GGqK"	https://seattle.craigslist.org/see/apa/d/seattle-bed-bath-24-hour-concierge-c/7712198673.html	True
7712179745	Brand New 1 Bed w/balcony in Queen Anne *Space Needle Views*	2195	queen anne		seattle	(47.6339, -122.3476)	False	"Discover a new standard of urban living at The Verra, our brand-new apartment complex nestled in the vibrant Queen Anne neighborhood. Perfectly positioned with amazing views of Elliot Bay, the Space Needle, and the beautiful city below. Boasting a perfect blend of contemporary design and thoughtful amenities, The Verra is where luxury meets convenience.

You’re just a walk away from charming restaurants, coffee shops, shopping centers, and entertainment! Experience the ultimate convenience with our in-unit washer and dryer, making laundry day a breeze. Immerse yourself in natural light and breathtaking views through our expansive floor-to-ceiling windows, creating a bright and airy living space. Embrace an active lifestyle with our secure bike storage facilities, encouraging green and healthy commuting. Elevate your living experience with our stunning rooftop, complete with a grill and a cozy fire pit. Whether you're entertaining friends or enjoying a quiet evening, The Verra rooftop is the perfect place to unwind. Stay comfortable year-round with air conditioning ports available in select units, providing a cool escape during warmer months. Some units offer the added luxury of private balconies, allowing you to soak in the city views!

Apartment Amenities:
Laundry In-unit
Private balconies in select units
Floor to ceiling windows
Refrigerator, microwave, and dishwasher
Quartz countertops with stainless steel appliances
Cooktop in studio units
Full range stove in 1-bedrooms
Full bathrooms in some units
Walk-in closet in some units
Murphy Bed frame with additional storage and fold-out table in studio units
AC ports in select units
Pet friendly upon approval

Community Features:
Secured building with package hub
Bike storage
Garage Parking Available
Rooftop deck with cozy fire pit and grills
24-hour maintenance
Views of Elliot Bay, Space Needle, and the city below
Commuters paradise
Close to restaurants, shopping, and entertainment

6, 9, and 12 Month Lease Available!
Water/Sewer individually metered by unit.
Trash prorated by building occupancy.
Application $45 per person / adult. Available Now, First & Deposit.
Refundable Security Deposit: $1000
1 pet and 35lbs max, no aggressive breeds - $30 pet application - $300 refundable pet deposit and $35 monthly pet rent

**TO SCHEDULE A SHOWING***: https://showmojo.com/l/6d1c054082

Renter's legal liability insurance is required and part of the Benefit Package ($30 monthly). If qualifying legal liability insurance is purchased by the tenant separately and proved, the Benefit package is reduced to $15 monthly. https://cdn2.hubspot.net/hubfs/6555172/Resident-Benefits-Package-flyer.pdf

Professionally managed by: Real Property Associates, Inc.

Video Tour Available
*Applicant Criteria - https://cdn2.hubspot.net/hubfs/6555172/RPA-Application-Criteria.pdf
**Please visit our company site at rentseattle.com for accurate information regarding unit pricing and availability

Bike Storage
Brand New Build
City Views
Close To Entertainment/Restaurants/Shopping
Commuter Friendly
Courtyard
Covered Balcony
Full Kitchen
Garage Parking Available
Private Balcony
Quartz Counter Tops
Rooftop Fire Pit
Rooftop Grills
Secured Building
Small Pet Friendly
Space Needle View
Water Views"	https://seattle.craigslist.org/see/apa/d/seattle-brand-new-bed-balcony-in-queen/7712179745.html	True
7712191588	24-hour on-line concierge and management services	2571	fremont		Fremont	(47.650809, -122.342425)	False	"The Hayes3627 Stone Way N, Seattle, WA, 98103Call Now -  show contact info
 x 30OR Text 30 to  show contact info
 to chat!Interested in more information? Visit link below:thehayesapartments.com/Welcome to The Hayes on Stone Way1 bedroom | 1 bath | 765 square feetFeatures: ✓  Several homes with west and south (Lake Union) facing views ✓  Some units utilize sliding glass dividers for maximizing interior space ✓  Louver blinds ✓  Stainless steel kitchen sinks with pull-out designer selected plumbing fixtures ✓  Energy Star rated Whirlpool appliances, including microwave, dishwasher and range/oven, and full-size washer and dryer in each home ✓  Quartz slab countertops in kitchens and baths ✓  Tall ceilings and large, operable windows ✓  Noise-absorbing, soft commercial vinyl plank floors paired with carpet in bedrooms ✓  2 distinct and sophisticated color palette choices in appealing, modern tones ✓  Energy efficient lighting including versatile track lighting systems custom configured to each floor plan ✓  High-speed data wiring ✓  Many homes with private terraces ✓  European style cabinets with brushed nickel hardware accents ✓  Efficiently designed and inviting floor plans with ample kitchen storageCommunity Features: ✓  Luxer One package locker system with 24/7 secured access ✓  Locally commissioned artwork ✓  Business Center with workspaces and whiteboards ✓  Bike storage, maintenance station, and bike wash area ✓  Acoustical sound engineered throughout the building ✓  Pet washroom ✓  Media Room: movie screen, terraced seating, and entertainment bar ✓  Fitness room loaded with professional-grade equipment ✓  Game Room with bar, lounge area, community refrigerator, and shuffleboard ✓  24-hour on-line concierge and management services ✓  Controlled access entry system ✓  Street-level retail space ✓  Resident rooftop deck with spectacular views, bar seating areas, lounge chairs, heaters, BBQs, Outdoor TV, community garden, and fire pitsCommunity Info:Are you looking for apartments in Fremont, Seattle? The Hayes on Stone Way offers a mix of modern studio, one-, and two-bedroom floor plans that fit your lifestyle and needs. Each apartment is designed to fit your unique individuality. The picturesque, modern exterior of our apartment building is combined with luxurious amenities inside each apartment. Residents will also love our modern community amenities.All of our apartment and community features are coupled with being in a fantastic location, within close proximity to local restaurants, parks, and shopping. Contact us today to schedule a tour of our apartments in Fremont Seattle.Office Hours:Monday-Friday: 9:00AM-6:00PMSaturday-Sunday: 10:00AM-5:00PMEqual Housing Opportunity3EqMhGhSqkK"	https://seattle.craigslist.org/see/apa/d/seattle-24-hour-on-line-concierge-and/7712191588.html	True
7712189420	1 month free!! Steps From The Lightrail And Greenlake.	3085	ravenna		Roosevelt	(47.67712, -122.320038)	False	"2 bedroom | 2 bath | 964 square feetInterested In This Unit? Use this link for more details:https://mack.touraptnow.com/3qo047Live comfortably. Live genuinely.Call Now -  show contact info
 x 49OR Text 49 to  show contact info
 to chat! Community Info:Live at Eleanor and live genuinely Northwest. Inspired by the “First Lady of the World”, Eleanor on Roosevelt values sustainability, authenticity, and individuality. Stylish Seattle Living right in the heart of the Roosevelt neighborhood. With modern finishes, stainless steel appliances and rich quartz counter tops, Eleanor offers a place you can call home both in comfort and style.App-Based Accessibility:Luxer Package Lockers for ease of package deliveries as well as ButterflyMX System for callbox and app-based accessibility. 24/7 Gym:With all hours access, Eleanor's fitness center is set to accommodate your busy schedule so you can work out when works best for you. Fully stocked with free weights, exercise bikes, treadmills, punching bags, and a multi-station strength machine, we've got what you need to meet an array of fitness goals.Rooftop Amenities:Enjoy Eleanor's sky lounge, just steps from your new home. With 2 floors of lounge space, featuring a full kitchen, television and upper deck pool table, our sky lounge is the perfect place to take in the incredible views of the neighborhood.Our Neighborhood:Located just minutes from Greenlake and Cowen Park, Eleanor Apartments boasts a wide array of outdoor activities at your fingertips. With the Roosevelt Lightrail Station just a block away and multiple bus lines within a few minutes' walk, you can enjoy ease of access to wherever your day might take you. Having some of the area's favorite grocers nearby, including PCC, Whole Foods, and Safeway, as well as an array of local dining options, fine eats are never hard to find.Eleanor is where integrity meets connectivity. Come see us and we'll be happy to show you your new home!Residence Features: ✩  Walk-In Closets *select homes ✩  Quartz Countertops - Stain and chip resistant ✩  Sleek, Modern Cabinetry - Simply stylish ✩  Custom Glass Tile Backsplash - For a pop of style that's easy to coordinate with. ✩  Balcony/Patio *select home ✩  Plank Flooring - Easy to clean and excellent for pet owners. ✩  A/C *select homesCommunity Features: ✩  Bike Storage and Gear Room ✩  Courtyard With Fountain ✩  Secure lockers with package tracking ✩  Storage Units ✩  Laundry Room ✩  Rooftop Deck with Grills and Fire pit ✩  Fitness Center ✩  Dog Salon ✩  Underground Parking, EV ports available  ✩  2-Story Community LoungePet Policy:2 Pet Max 70 lb. combined weight limit Income Requirements:2.5 times the monthly rentDriving Directions:Heading North-1. Merge onto I-5 North 2. Take exit 170 for Ravenna Blvd toward NE 65th St3. Follow 8th Ave NE to NE 67th St4. Continue onto 8th Ave NE5. Turn right to stay on 8th Ave NE6. Turn right onto NE 67th St7. Destination will be on your leftHeading South-1. Merge onto I-52. Take exit 171 towards NE 71st St/NE 65th St3. Take NE 70th St and 8th Ave NE to NE 67th St4. Merge onto 6th Ave NE5. Turn left on NE 70th St6. Turn right onto 8th Ave NE7. Turn left onto NE 67th St8. Destination will b e on the leftOffice Hours:Monday-Friday:9:00AM-6:00PMSaturday:10:00AM-5:00PM Equal Housing OpportunityGreenlake Lightrail Burke Gilman Trail Whole Foods University District University of Washington Walkable Close Community Public Transportation University Village Tons of Coffee Shops PetFriendly Close Veterinarian Student Friendly North Seattle College North Seattle FamilyFriendly Wonderful Restaurants Revenna Park Roosevelt High School Roosevelt Neighborhood Seattle Apartment Woodland Park ZooHC5NCP4rT"	https://seattle.craigslist.org/see/apa/d/seattle-month-free-steps-from-the/7712189420.html	True
7712190061	Currently offering six weeks free!	1795	belltown		Belltown	(47.644541, -122.349439)	False	"6 Weeks FREE on select apartment homes!  Welcome to Verve1 Bedroom, 1 Bath | Approximately 605 Sq. Ft.Want more information? Follow this link:https://thrive.touraptnow.com/4o6408ONE MONTH FREE ON ALL APARTMENTS!Call Now -  show contact info
 x 159 Community Info:Experience our Seattle apartments! Wake up to the energy of the city and form a connection with Seattle’s rich musical culture. Modern and spacious apartments in the heart of Seattle await you at the Verve. Live with passion, and embrace the spirit of Seattle just steps away from the best concerts and festivals in the city. Wake up to the energy of the city and enjoy easy access to downtown. Hugging the cusp of Queen Anne and Belltown, you'll be a stone's throw away from historical restaurants, retail, museums, and parks. Find your passion, find your verve. Stunning views of the Space Needle, Puget Sound, the Cascades, and the Olympic Mountains surround our modern apartments. Unique and Seattle-centric amenity spaces will give you options to play all year long. There’s even space for your furry best friend to chill out and enjoy the view in our community dog park. Find yourself at the center and call Verve home. Stop by our location today to schedule a tour and see our available pet-friendly Seattle apartments. Call with your questions and learn more about our urban apartment community.Residence Features: ✩  Additional Storage ✩  Stainless Steel Appliances ✩  Pantry ✩  Energy Star Appliances ✩  Washer & Dryer ✩  Glass Top Range  ✩  Space Needle, Mountain, Water and City Views  ✩  Dishwasher ✩  Granite Countertops ✩  Garbage Disposal ✩  Open Layouts ✩  Microwave ✩  Linen Closets Community Features: ✩  Reserved Resident Garage Parking ✩  Sky Lounge and Rooftop Terrace ✩  BBQ grill station ✩  Complimentary Wi-Fi ✩  Online Payments Available ✩  Resident Gatherings ✩  24-Hour Maintenance ✩  Rooftop Dog Lounge ✩  24-Hour Fitness Center ✩  Solarium ✩  Bike Storage and Storage Lockers ✩  Space Needle, Mountain, Water and City Views ✩  Board RoomPet Policy:Verve welcomes your pets. Our homes accommodate up to two pets per home. Breed restrictions. Please call for more details. Office Hours:Monday-Saturday: 10:00AM-5:00PMPhotos and/or floor plans shown are representational and may not depict the exact layout or features of the available unit. If currently occupied, the individual unit you've selected may not be available to tour. Please contact our leasing team with any questions.Equal Housing OpportunitynhmcW4mr"	https://seattle.craigslist.org/see/apa/d/seattle-currently-offering-six-weeks/7712190061.html	True
7712188700	One Month Free on Select Homes Available NOW!!!	2493	wallingford		Wallingford / Fremont	(47.65272, -122.342338)	False	"Make it Easy - Call Today for more info. This is a 1 Bedroom, 1 Bath, Approximately 696 Sq. Ft. Interested in more information? See link below:https://legacypartners.aptfeatures.com/g18i87Call Now -  show contact info
 x 66A breath of fresh air, right where you want to beCommunity Info:Bowman evokes inspired Stone Way living. Kick off your shoes and take in the views. Located right in the Wallingford neighborhood - where the city's most creative-minded restaurants and shops have made home.Easy on the eyes, and on the lifestyle. Bowman homes are relaxed modern, with splashes of serene color that add an infusion of warmth. Always sophisticated but never serious, forever comfortable but forward-looking, Bowman is stylish design.Features: ‣  Floor-to-Ceiling, Operable Windows ‣  Wood Plank Flooring ‣  Lux Finishes ‣  Expansive Ceilings Up to 11'9"" ‣  First-Floor Private Patios Opening to the Street or Courtyard ‣  Stainless Steel Appliances ‣  A Must See ‣  Washer/Dryer in Unit ‣  Islands & Quartz Peninsula Counters ‣  Juliette Balconies or Full Deck ‣  Upgrades Everywhere*Spacious Closets*Glossy Kitchen Cabinets in White or Navy Blue*Custom Pendant Lighting*Wheelchair Access*Plenty of Extra Storage with Pantry Cabinets in Kitchens and Linen Closets in Select BathroomsCommunity Amenities: ‣  Rooftop Deck with Sweeping Seattle Views ‣  Bike Racks ‣  Greenhouse Lounge & Resident Garden ‣  Rooftop Pet Park & Wash ‣  CrossFit/TRX & Cardio Fitness ‣  Great Location ‣  Tour Today*Resident Lounge with Full Kitchen*,*Shuffleboard & Foosball*OnSite Retail / Restaurants*On-Site Maintenance*Package Receiving*Night Patrol*Parking Garage*Media Room*On-Site Management*Courtyard with BBQs, Seating & Ping Pong*BBQ/Dining Deck*Extra Storage*ElevatorPet Policy:Pet Friendly - Large Dogs Up to 80lbs Office Hours:Monday-Friday 9:00-6:00Saturday-Sunday 10:00-5:00Bowman 3801 Stone Way, North, Seattle, WA, 98103Equal Housing Opportunity831OrWZi0"	https://seattle.craigslist.org/see/apa/d/seattle-one-month-free-on-select-homes/7712188700.html	True
